complaint_id,complaint_text,category,submitted_via,created_date,cleaned_text
122395,<p>Game advertisements are too frequent## and annoying need urgent help</p>,Other,Email,11-02-2024,game advertisement frequent annoying need urgent help
122396,<p>The app experience! has worsened after recent updates no response from support</p>,Other,Website,06-02-2024,app experience worsen recent update response support
122397,<p>Purchased skins are not showing in my inventory please resolve!! asap</p>,Product Issue,Chat,12-04-2024,purchase skin show inventory please resolve asap
122398,Game updates fail to install properly please resolve. asap,Technical Support,Website,28-01-2024,game update fail install properly please resolve asap
122399,<p>I want to give... feedback about the game no response from support</p>,Other,Chat,16-01-2024,want give feedback game response support
122400,Poor service and lack of proper! support happening for the last 3 days,Other,Phone,12-09-2024,poor service lack proper support happen last day
122401,Purchased skins are not showing in my inventory please resolve asap,Product Issue,Website,12-10-2024,purchase skin show inventory please resolve asap
122402,"Lost access to my account after recent update happening, for the last 3 days",Account Management,Website,24-09-2024,lose access account recent update happen last day
122403,"Game characters are unbalanced and unfair, need urgent help",Product Issue,Email,16-07-2024,game character unbalanced unfair need urgent help
122404,Password<br>reset email is not arriving no response from support,Account Management,Website,28-08-2024,password reset email arrive response support
122405,"Very<br>disappointed with the overall GAME-ON experience need urgent, help",Other,Chat,27-08-2024,disappointed overall game experience need urgent help
122406,Progress is not saved after finishing levels need urgent help,Product Issue,Phone,19-06-2024,progress save finish level need urgent help
122407,<i>Unable to log in to my GAME-ON account no response from support</i>,Account Management,Website,06-05-2024,unable log game account response support
122408,Game updates fail to install! properly this is unacceptable,Technical Support,Email,12-01-2024,game update fail install properly unacceptable
122409,Unable to link my social media account to GAME-ON this is. unacceptable,Account Management,Chat,03-05-2024,unable link social medium account game unacceptable
122410,Unable<br>to log in to my GAME-ON account this is## unacceptable,Account Management,Website,08-08-2024,unable log game account unacceptable
122411,Unable<br>to link my social media account to GAME-ON no response!! from support,Account Management,Chat,11-05-2024,unable link social medium account game response support
122412,<p>Unable to connect?? to GAME-ON servers this is unacceptable</p>,Technical Support,Website,10-05-2024,unable connect game server unacceptable
122413,Voice<br>chat is not working during multiplayer games happening for! the last 3 days,Technical Support,Website,03-06-2024,voice chat work multiplayer game happen last day
122414,<i>Game characters are unbalanced and unfair happening for the last 3 days</i>,Product Issue,Website,12-05-2024,game character unbalanced unfair happen last day
122415,<p>Purchased skins are## not showing in my inventory happening for the last 3 days</p>,Product Issue,Email,04-08-2024,purchase skin show inventory happen last day
122416,Payment failed but amount was deducted from my bank no response from support,Billing,Email,28-03-2024,payment fail amount deduct bank response support
122417,<i>Game<br>characters are unbalanced and unfair this. is unacceptable</i>,Product Issue,Website,02-02-2024,game character unbalanced unfair unacceptable
122418,"<i>Refund<br>for cancelled, purchase has not been received no response from support</i>",Billing,Email,25-06-2024,refund cancel purchase receive response support
122419,<b>The<br>app experience has... worsened after recent updates this is unacceptable</b>,Other,Website,06-02-2024,app experience worsen recent update unacceptable
122420,Very disappointed with!! the overall GAME-ON experience need urgent help,Other,Phone,19-09-2024,disappointed overall game experience need urgent help
122421,Unexpected charges?? appeared on my GAME-ON account need urgent help,Billing,Phone,29-04-2024,unexpected charge appear game account need urgent help
122422,My account was banned without any explanation no response from support,Account Management,Phone,10-05-2024,account ban without explanation response support
122423,GAME-ON<br>crashes every time I try to start a match this is unacceptable,Technical Support,Website,20-05-2024,game crash every time try start match unacceptable
122424,<i>Subscription payment succeeded but premium features are locked need urgent help</i>,Billing,Phone,17-05-2024,subscription payment succeed premium feature lock need urgent help
122425,Unexpected charges appeared on my?? GAME-ON account need urgent help,Billing,Website,04-01-2024,unexpected charge appear game account need urgent help
122426,Subscription payment succeeded but premium features are locked please resolve## asap,Billing,Email,06-06-2024,subscription payment succeed premium feature lock please resolve asap
122427,Account progress disappeared## after logging in happening for the last 3 days,Account Management,Chat,05-04-2024,account progress disappear log happen last day
122428,Daily challenges are missing in! GAME-ON no response from support,Product Issue,Website,27-04-2024,daily challenge miss game response support
122429,Unable to link?? my social media account to GAME-ON this is unacceptable,Account Management,Website,10-09-2024,unable link social medium account game unacceptable
122430,Billing amount is higher than what was shown in the app this is## unacceptable,Billing,Phone,20-07-2024,billing amount high show app unacceptable
122431,Payment failed but amount was deducted from my bank no? response from support,Billing,Phone,15-07-2024,payment fail amount deduct bank response support
122432,Game<br>characters are! unbalanced and unfair no response from support,Product Issue,Email,17-08-2024,game character unbalanced unfair response support
122433,<p>Unable to link my social media account to GAME-ON please resolve asap</p>,Account Management,Chat,01-03-2024,unable link social medium account game please resolve asap
122434,<b>Unable to log in to my GAME-ON account this is unacceptable</b>,Account Management,Website,24-07-2024,unable log game account unacceptable
122435,<p>Very disappointed with the overall GAME-ON experience need urgent help</p>,Other,Email,15-04-2024,disappointed overall game experience need urgent help
122436,Lost<br>access? to my account after recent update need urgent help,Account Management,Website,06-04-2024,lose access account recent update need urgent help
122437,Unable to log in to my GAME-ON account this is. unacceptable,Account Management,Phone,21-04-2024,unable log game account unacceptable
122438,"Lost access, to my account after recent update need urgent help",Account Management,Chat,05-03-2024,lose access account recent update need urgent help
122439,<i>Game<br>characters are unbalanced and unfair this## is unacceptable</i>,Product Issue,Phone,10-07-2024,game character unbalanced unfair unacceptable
122440,<i>Achievements<br>are not unlocking as expected no response from. support</i>,Product Issue,Email,03-06-2024,achievement unlock expect response support
122441,High ping and severe lag while playing online matches please resolve asap,Technical Support,Email,01-04-2024,high ping severe lag play online match please resolve asap
122442,Subscription<br>payment succeeded but premium features are locked happening for the last 3 days,Billing,Chat,28-08-2024,subscription payment succeed premium feature lock happen last day
122443,Customer support is not! responding to my tickets happening for the last 3 days,Other,Email,12-09-2024,customer support respond ticket happen last day
122444,<p>Unable to? log in to my GAME-ON account need urgent help</p>,Account Management,Website,18-04-2024,unable log game account need urgent help
122445,Money was deducted but!! game coins were not credited happening for the last 3 days,Billing,Phone,22-08-2024,money deduct game coin credit happen last day
122446,<p>Game advertisements are too frequent and? annoying this is unacceptable</p>,Other,Website,03-08-2024,game advertisement frequent annoying unacceptable
122447,GAME-ON keeps!! showing network error despite stable internet happening for the last 3 days,Technical Support,Phone,29-04-2024,game keep show network error despite stable internet happen last day
122448,Poor service and lack of proper support please resolve!! asap,Other,Website,07-04-2024,poor service lack proper support please resolve asap
122449,<b>Game advertisements are too frequent and annoying this is unacceptable</b>,Other,Website,10-01-2024,game advertisement frequent annoying unacceptable
122450,Payment failed but amount was deducted from my bank happening for the## last 3 days,Billing,Email,23-08-2024,payment fail amount deduct bank happen last day
122451,<b>Account progress disappeared after logging in no!! response from support</b>,Account Management,Website,10-09-2024,account progress disappear log response support
122452,"<b>Need clarification about GAME-ON policies please resolve, asap</b>",Other,Phone,16-01-2024,need clarification game policy please resolve asap
122453,Matchmaking is## unfair and places me with very high-level players no response from support,Product Issue,Phone,16-06-2024,matchmaking unfair place high level player response support
122454,<p>The app? experience has worsened after recent updates please resolve asap</p>,Other,Chat,06-04-2024,app experience worsen recent update please resolve asap
122455,Poor<br>service and lack of proper support please resolve... asap,Other,Chat,15-06-2024,poor service lack proper support please resolve asap
122456,Someone<br>else accessed my GAME-ON account no response from support,Account Management,Phone,14-10-2024,someone else access game account response support
122457,<i>Subscription payment succeeded but premium features are locked this is. unacceptable</i>,Billing,Phone,14-04-2024,subscription payment succeed premium feature lock unacceptable
122458,GAME-ON keeps showing network error despite stable internet no response from support,Technical Support,Phone,11-03-2024,game keep show network error despite stable internet response support
122459,<b>GAME-ON crashes every time I try to start a... match this is unacceptable</b>,Technical Support,Chat,18-01-2024,game crash every time try start match unacceptable
122460,Billing amount is higher than what was shown in the app need urgent. help,Billing,Chat,26-08-2024,billing amount high show app need urgent help
122461,My account## was banned without any explanation need urgent help,Account Management,Email,09-06-2024,account ban without explanation need urgent help
122462,<i>Poor service and lack of proper support please## resolve asap</i>,Other,Chat,12-06-2024,poor service lack proper support please resolve asap
122463,"<p>Need clarification about GAME-ON policies, this is unacceptable</p>",Other,Phone,07-05-2024,need clarification game policy unacceptable
122464,Game<br>advertisements are too frequent and annoying happening for the last 3 days,Other,Email,15-10-2024,game advertisement frequent annoying happen last day
122465,<i>Very<br>disappointed with the overall GAME-ON experience happening for the last 3 days</i>,Other,Website,13-07-2024,disappointed overall game experience happen last day
122466,"<p>In-game<br>rewards are not credited after completing missions no response, from support</p>",Product Issue,Phone,09-04-2024,game reward credit complete mission response support
122467,Password reset email is not arriving... happening for the last 3 days,Account Management,Phone,21-10-2024,password reset email arrive happen last day
122468,Purchased skins are not showing in my inventory please resolve asap,Product Issue,Phone,10-03-2024,purchase skin show inventory please resolve asap
122469,<p>Money<br>was deducted but game coins were not credited no response from support</p>,Billing,Phone,05-06-2024,money deduct game coin credit response support
122470,<i>Customer support is not responding to my tickets happening for the last 3 days</i>,Other,Website,28-07-2024,customer support respond ticket happen last day
122471,<b>Money<br>was deducted but game coins were not credited please resolve asap</b>,Billing,Chat,22-08-2024,money deduct game coin credit please resolve asap
122472,The app experience has worsened after recent updates this is unacceptable,Other,Chat,31-08-2024,app experience worsen recent update unacceptable
122473,I was charged twice for an in-game purchase happening for the last 3 days,Billing,Website,26-04-2024,charge twice game purchase happen last day
122474,Purchased<br>skins are not? showing in my inventory no response from support,Product Issue,Phone,10-03-2024,purchase skin show inventory response support
122475,<b>Achievements are not unlocking as expected happening for the last 3 days</b>,Product Issue,Website,26-02-2024,achievement unlock expect happen last day
122476,Achievements are not unlocking as expected need urgent help,Product Issue,Chat,07-06-2024,achievement unlock expect need urgent help
122477,<b>Unable to link my social media account to GAME-ON this is! unacceptable</b>,Account Management,Website,03-02-2024,unable link social medium account game unacceptable
122478,<p>Unable to connect to GAME-ON?? servers no response from support</p>,Technical Support,Website,04-04-2024,unable connect game server response support
122479,<i>Voice<br>chat is not working!! during multiplayer games happening for the last 3 days</i>,Technical Support,Chat,23-02-2024,voice chat work multiplayer game happen last day
122480,Purchased skins are not showing in my inventory no response from support,Product Issue,Website,18-05-2024,purchase skin show inventory response support
122481,<p>Unable to connect## to GAME-ON servers no response from support</p>,Technical Support,Website,17-06-2024,unable connect game server response support
122482,"Payment failed but amount was deducted from my bank, no response from support",Billing,Website,07-04-2024,payment fail amount deduct bank response support
122483,"Progress is not saved, after finishing levels need urgent help",Product Issue,Website,16-08-2024,progress save finish level need urgent help
122484,High<br>ping and severe lag while## playing online matches need urgent help,Technical Support,Phone,25-01-2024,high ping severe lag play online match need urgent help
122485,"<i>Unable to link my social media account to GAME-ON, need urgent help</i>",Account Management,Website,12-09-2024,unable link social medium account game need urgent help
122486,<p>Account progress disappeared after logging in please... resolve asap</p>,Account Management,Chat,19-03-2024,account progress disappear log please resolve asap
122487,<b>Game updates fail to install properly no response from support</b>,Technical Support,Website,21-01-2024,game update fail install properly response support
122488,<i>Billing amount is higher than what was shown in the app please resolve asap</i>,Billing,Email,17-04-2024,billing amount high show app please resolve asap
122489,<p>Unable<br>to connect to GAME-ON servers please resolve asap</p>,Technical Support,Email,20-07-2024,unable connect game server please resolve asap
122490,In-game<br>rewards are not credited after completing missions this! is unacceptable,Product Issue,Phone,23-08-2024,game reward credit complete mission unacceptable
122491,Unable to log in## to my GAME-ON account happening for the last 3 days,Account Management,Email,10-01-2024,unable log game account happen last day
122492,Game<br>updates fail to!! install properly need urgent help,Technical Support,Chat,28-07-2024,game update fail install properly need urgent help
122493,Game updates fail to install properly## no response from support,Technical Support,Chat,22-08-2024,game update fail install properly response support
122494,I was charged twice for an? in-game purchase please resolve asap,Billing,Chat,15-09-2024,charge twice game purchase please resolve asap
122495,Game updates fail to install properly need urgent help,Technical Support,Chat,02-04-2024,game update fail install properly need urgent help
122496,In-game<br>rewards are not credited after completing missions... no response from support,Product Issue,Phone,31-03-2024,game reward credit complete mission response support
122497,In-game<br>rewards are not credited after completing missions no response from support,Product Issue,Phone,24-04-2024,game reward credit complete mission response support
122498,"<b>Billing amount is higher than, what was shown in the app please resolve asap</b>",Billing,Website,22-09-2024,billing amount high show app please resolve asap
122499,Progress is not saved after finishing levels this is unacceptable,Product Issue,Website,17-09-2024,progress save finish level unacceptable
122500,Password reset email is not arriving happening for the last 3 days,Account Management,Chat,16-08-2024,password reset email arrive happen last day
122501,Very<br>disappointed with the overall GAME-ON experience! this is unacceptable,Other,Chat,15-04-2024,disappointed overall game experience unacceptable
122502,<i>Voice chat? is not working during multiplayer games happening for the last 3 days</i>,Technical Support,Email,03-02-2024,voice chat work multiplayer game happen last day
122503,<i>Achievements are not unlocking as expected please resolve## asap</i>,Product Issue,Website,30-01-2024,achievement unlock expect please resolve asap
122504,Daily<br>challenges are missing in GAME-ON this is... unacceptable,Product Issue,Email,20-05-2024,daily challenge miss game unacceptable
122505,"<i>The game freezes during gameplay and I lose progress, please resolve asap</i>",Technical Support,Website,31-08-2024,game freeze gameplay lose progress please resolve asap
122506,Game advertisements? are too frequent and annoying please resolve asap,Other,Phone,25-07-2024,game advertisement frequent annoying please resolve asap
122507,Billing<br>amount is higher... than what was shown in the app this is unacceptable,Billing,Email,21-10-2024,billing amount high show app unacceptable
122508,"<b>Account progress disappeared after logging in need, urgent help</b>",Account Management,Phone,27-06-2024,account progress disappear log need urgent help
122509,<i>Lost access to my account after recent update!! no response from support</i>,Account Management,Email,24-05-2024,lose access account recent update response support
122510,Poor<br>service and lack of proper support happening for!! the last 3 days,Other,Website,15-10-2024,poor service lack proper support happen last day
122511,Progress is not saved after finishing levels happening for the last 3 days,Product Issue,Phone,06-02-2024,progress save finish level happen last day
122512,Game characters are unbalanced and unfair this is unacceptable,Product Issue,Website,21-03-2024,game character unbalanced unfair unacceptable
122513,"Password reset email is not arriving, no response from support",Account Management,Chat,28-04-2024,password reset email arrive response support
122514,The game freezes during gameplay and I lose progress no response from## support,Technical Support,Chat,24-10-2024,game freeze gameplay lose progress response support
122515,<b>Unable to connect to GAME-ON servers this is unacceptable</b>,Technical Support,Chat,15-10-2024,unable connect game server unacceptable
122516,<i>Voice<br>chat is. not working during multiplayer games this is unacceptable</i>,Technical Support,Phone,26-08-2024,voice chat work multiplayer game unacceptable
122517,Money was deducted but game coins were not credited?? please resolve asap,Billing,Website,11-10-2024,money deduct game coin credit please resolve asap
122518,<i>Very disappointed with## the overall GAME-ON experience no response from support</i>,Other,Email,20-01-2024,disappointed overall game experience response support
122519,<i>Progress is not saved after finishing levels this is unacceptable</i>,Product Issue,Website,24-07-2024,progress save finish level unacceptable
122520,Very disappointed with the overall GAME-ON experience need urgent## help,Other,Email,17-10-2024,disappointed overall game experience need urgent help
122521,<p>Poor service and lack of proper support happening for the last 3 days</p>,Other,Website,16-06-2024,poor service lack proper support happen last day
122522,Unexpected charges appeared on my GAME-ON account please? resolve asap,Billing,Website,30-03-2024,unexpected charge appear game account please resolve asap
122523,Unable to link my social media account to GAME-ON need urgent help,Account Management,Phone,07-02-2024,unable link social medium account game need urgent help
122524,"Password<br>reset email is not arriving please, resolve asap",Account Management,Chat,04-06-2024,password reset email arrive please resolve asap
122525,<p>Lost<br>access to my account after recent update happening for the last!! 3 days</p>,Account Management,Phone,16-02-2024,lose access account recent update happen last day
122526,"Unexpected<br>charges appeared on my GAME-ON account no response, from support",Billing,Email,25-08-2024,unexpected charge appear game account response support
122527,The game freezes during gameplay and I lose progress?? happening for the last 3 days,Technical Support,Chat,23-04-2024,game freeze gameplay lose progress happen last day
122528,<i>Game characters are unbalanced and unfair happening for the last 3! days</i>,Product Issue,Website,02-09-2024,game character unbalanced unfair happen last day
122529,<i>In-game rewards are not credited after completing?? missions please resolve asap</i>,Product Issue,Website,29-09-2024,game reward credit complete mission please resolve asap
122530,<b>My account was banned without any explanation happening for the?? last 3 days</b>,Account Management,Phone,19-04-2024,account ban without explanation happen last day
122531,<b>Unable to? connect to GAME-ON servers please resolve asap</b>,Technical Support,Chat,03-03-2024,unable connect game server please resolve asap
122532,Money<br>was deducted but game coins were not credited please resolve asap,Billing,Email,15-02-2024,money deduct game coin credit please resolve asap
122533,"<b>Progress is not, saved after finishing levels please resolve asap</b>",Product Issue,Chat,10-03-2024,progress save finish level please resolve asap
122534,<b>Very disappointed with the overall GAME-ON experience no response from support</b>,Other,Chat,05-05-2024,disappointed overall game experience response support
122535,High ping and severe lag while playing online matches happening for the last 3 days,Technical Support,Website,10-04-2024,high ping severe lag play online match happen last day
122536,GAME-ON keeps showing network error despite stable internet happening for the last!! 3 days,Technical Support,Phone,04-10-2024,game keep show network error despite stable internet happen last day
122537,<p>Poor service and lack of proper support... please resolve asap</p>,Other,Chat,20-02-2024,poor service lack proper support please resolve asap
122538,Game<br>characters are unbalanced and unfair need urgent? help,Product Issue,Email,10-07-2024,game character unbalanced unfair need urgent help
122539,Voice chat is not working during multiplayer... games please resolve asap,Technical Support,Phone,05-02-2024,voice chat work multiplayer game please resolve asap
122540,<i>Unable to log in to my?? GAME-ON account need urgent help</i>,Account Management,Website,20-10-2024,unable log game account need urgent help
122541,Voice chat is not working during multiplayer? games please resolve asap,Technical Support,Website,14-06-2024,voice chat work multiplayer game please resolve asap
122542,Unable<br>to link my social media account to GAME-ON please resolve asap,Account Management,Chat,02-08-2024,unable link social medium account game please resolve asap
122543,<p>Unable to link my social media account to GAME-ON happening for?? the last 3 days</p>,Account Management,Email,30-08-2024,unable link social medium account game happen last day
122544,Game characters are unbalanced and unfair this is unacceptable,Product Issue,Email,28-07-2024,game character unbalanced unfair unacceptable
122545,Voice<br>chat is not working... during multiplayer games need urgent help,Technical Support,Email,08-03-2024,voice chat work multiplayer game need urgent help
122546,"In-game rewards are not credited after, completing missions this is unacceptable",Product Issue,Website,18-04-2024,game reward credit complete mission unacceptable
122547,Someone else accessed my GAME-ON account please resolve asap,Account Management,Email,05-04-2024,someone else access game account please resolve asap
122548,<p>Money<br>was deducted but game coins were not credited happening for the last 3 days</p>,Billing,Website,21-05-2024,money deduct game coin credit happen last day
122549,Refund<br>for cancelled purchase has## not been received happening for the last 3 days,Billing,Chat,10-09-2024,refund cancel purchase receive happen last day
122550,<i>Achievements<br>are not unlocking as. expected happening for the last 3 days</i>,Product Issue,Chat,23-09-2024,achievement unlock expect happen last day
122551,My<br>account was banned without any explanation need urgent help,Account Management,Email,27-09-2024,account ban without explanation need urgent help
122552,Game characters are unbalanced and unfair no?? response from support,Product Issue,Website,26-09-2024,game character unbalanced unfair response support
122553,Poor service and lack of proper support this is... unacceptable,Other,Chat,31-05-2024,poor service lack proper support unacceptable
122554,In-game rewards are not credited after completing missions please resolve! asap,Product Issue,Email,01-08-2024,game reward credit complete mission please resolve asap
122555,Game characters are unbalanced and unfair please resolve asap,Product Issue,Email,20-05-2024,game character unbalanced unfair please resolve asap
122556,<p>The<br>game freezes during gameplay and I. lose progress need urgent help</p>,Technical Support,Chat,24-07-2024,game freeze gameplay lose progress need urgent help
122557,Very disappointed!! with the overall GAME-ON experience no response from support,Other,Phone,27-05-2024,disappointed overall game experience response support
122558,<b>Lost<br>access to my account after?? recent update no response from support</b>,Account Management,Phone,25-04-2024,lose access account recent update response support
122559,<p>Game advertisements are?? too frequent and annoying need urgent help</p>,Other,Website,06-06-2024,game advertisement frequent annoying need urgent help
122560,Achievements are not unlocking as expected this is## unacceptable,Product Issue,Phone,07-01-2024,achievement unlock expect unacceptable
122561,"The game freezes during gameplay and I lose progress happening for the last 3, days",Technical Support,Phone,26-04-2024,game freeze gameplay lose progress happen last day
122562,Someone<br>else accessed!! my GAME-ON account no response from support,Account Management,Website,21-09-2024,someone else access game account response support
122563,<b>Achievements are not unlocking as... expected this is unacceptable</b>,Product Issue,Phone,03-08-2024,achievement unlock expect unacceptable
122564,Voice chat is not working during multiplayer games please resolve!! asap,Technical Support,Phone,04-01-2024,voice chat work multiplayer game please resolve asap
122565,<b>Voice chat is not working during multiplayer games!! please resolve asap</b>,Technical Support,Chat,07-01-2024,voice chat work multiplayer game please resolve asap
122566,<b>Progress is not?? saved after finishing levels this is unacceptable</b>,Product Issue,Website,18-07-2024,progress save finish level unacceptable
122567,I was charged twice for an... in-game purchase please resolve asap,Billing,Email,15-06-2024,charge twice game purchase please resolve asap
122568,Customer support is not responding to my tickets need urgent help,Other,Website,16-06-2024,customer support respond ticket need urgent help
122569,The game## freezes during gameplay and I lose progress this is unacceptable,Technical Support,Phone,17-02-2024,game freeze gameplay lose progress unacceptable
122570,<p>Game characters are unbalanced and unfair no response from!! support</p>,Product Issue,Phone,21-04-2024,game character unbalanced unfair response support
122571,The app## experience has worsened after recent updates no response from support,Other,Phone,23-03-2024,app experience worsen recent update response support
122572,Lost access to my account... after recent update please resolve asap,Account Management,Chat,02-06-2024,lose access account recent update please resolve asap
122573,Matchmaking is unfair and places me with... very high-level players happening for the last 3 days,Product Issue,Website,16-02-2024,matchmaking unfair place high level player happen last day
122574,<b>Poor<br>service and!! lack of proper support this is unacceptable</b>,Other,Website,06-02-2024,poor service lack proper support unacceptable
122575,Payment<br>failed but amount was deducted from. my bank no response from support,Billing,Phone,16-09-2024,payment fail amount deduct bank response support
122576,Refund for cancelled purchase has not been## received happening for the last 3 days,Billing,Chat,28-03-2024,refund cancel purchase receive happen last day
122577,GAME-ON crashes every time I try to start a match this is unacceptable,Technical Support,Phone,16-03-2024,game crash every time try start match unacceptable
122578,High ping and severe lag while... playing online matches please resolve asap,Technical Support,Email,28-04-2024,high ping severe lag play online match please resolve asap
122579,<i>Game characters are unbalanced and unfair this is unacceptable</i>,Product Issue,Website,03-05-2024,game character unbalanced unfair unacceptable
122580,High ping and severe lag while playing online matches no response from support,Technical Support,Chat,11-09-2024,high ping severe lag play online match response support
122581,"<b>Subscription payment succeeded but premium features are locked happening, for the last 3 days</b>",Billing,Website,16-05-2024,subscription payment succeed premium feature lock happen last day
122582,<p>Daily<br>challenges are missing in GAME-ON need urgent help</p>,Product Issue,Email,15-04-2024,daily challenge miss game need urgent help
122583,"Lost access to my account, after recent update please resolve asap",Account Management,Chat,11-05-2024,lose access account recent update please resolve asap
122584,<i>Billing amount is higher than what was shown in the!! app no response from support</i>,Billing,Email,13-01-2024,billing amount high show app response support
122585,Achievements<br>are not unlocking as?? expected this is unacceptable,Product Issue,Website,17-06-2024,achievement unlock expect unacceptable
122586,<p>Achievements are not unlocking? as expected happening for the last 3 days</p>,Product Issue,Email,05-09-2024,achievement unlock expect happen last day
122587,Achievements are not unlocking as expected this is. unacceptable,Product Issue,Phone,09-10-2024,achievement unlock expect unacceptable
122588,Subscription payment succeeded but premium features are locked happening for the last 3 days,Billing,Website,18-09-2024,subscription payment succeed premium feature lock happen last day
122589,Voice chat is not? working during multiplayer games please resolve asap,Technical Support,Phone,22-05-2024,voice chat work multiplayer game please resolve asap
122590,<i>Subscription<br>payment succeeded but premium features are locked!! no response from support</i>,Billing,Chat,17-09-2024,subscription payment succeed premium feature lock response support
122591,<p>Unable to link my social media... account to GAME-ON no response from support</p>,Account Management,Website,06-08-2024,unable link social medium account game response support
122592,Refund<br>for cancelled purchase has not been received need urgent help,Billing,Phone,28-04-2024,refund cancel purchase receive need urgent help
122593,Daily challenges are missing in GAME-ON happening for the last 3 days,Product Issue,Email,05-05-2024,daily challenge miss game happen last day
122594,Password reset email is not? arriving no response from support,Account Management,Chat,04-09-2024,password reset email arrive response support
122595,Poor<br>service and lack of proper support need urgent help,Other,Website,25-04-2024,poor service lack proper support need urgent help
122596,Matchmaking is unfair and places me with very high-level players need urgent help,Product Issue,Email,10-03-2024,matchmaking unfair place high level player need urgent help
122597,High<br>ping and? severe lag while playing online matches need urgent help,Technical Support,Phone,25-08-2024,high ping severe lag play online match need urgent help
122598,GAME-ON<br>keeps showing network error despite stable?? internet this is unacceptable,Technical Support,Chat,26-07-2024,game keep show network error despite stable internet unacceptable
122599,"Account progress disappeared after logging in, happening for the last 3 days",Account Management,Email,01-04-2024,account progress disappear log happen last day
122600,<b>Voice<br>chat is not working during. multiplayer games no response from support</b>,Technical Support,Website,03-04-2024,voice chat work multiplayer game response support
122601,I was! charged twice for an in-game purchase no response from support,Billing,Email,01-06-2024,charge twice game purchase response support
122602,High ping and severe lag while playing online matches? need urgent help,Technical Support,Website,13-04-2024,high ping severe lag play online match need urgent help
122603,<b>Refund for cancelled purchase has not been received need urgent help</b>,Billing,Phone,24-04-2024,refund cancel purchase receive need urgent help
122604,<i>Unable to link my social media account to## GAME-ON please resolve asap</i>,Account Management,Website,21-06-2024,unable link social medium account game please resolve asap
122605,<b>Unable<br>to connect to GAME-ON servers this is unacceptable</b>,Technical Support,Phone,19-09-2024,unable connect game server unacceptable
122606,<i>Very disappointed with the overall GAME-ON experience happening for the last! 3 days</i>,Other,Chat,03-05-2024,disappointed overall game experience happen last day
122607,<p>Unable to log... in to my GAME-ON account please resolve asap</p>,Account Management,Phone,04-04-2024,unable log game account please resolve asap
122608,I was charged twice for an in-game purchase no! response from support,Billing,Email,11-07-2024,charge twice game purchase response support
122609,Game<br>updates!! fail to install properly please resolve asap,Technical Support,Phone,09-06-2024,game update fail install properly please resolve asap
122610,Someone else accessed my GAME-ON account need urgent help,Account Management,Website,14-10-2024,someone else access game account need urgent help
122611,<p>Game<br>updates fail... to install properly no response from support</p>,Technical Support,Email,15-06-2024,game update fail install properly response support
122612,<i>Someone<br>else... accessed my GAME-ON account need urgent help</i>,Account Management,Chat,12-04-2024,someone else access game account need urgent help
122613,<b>The<br>app experience has worsened after recent updates please resolve asap</b>,Other,Email,25-06-2024,app experience worsen recent update please resolve asap
122614,Voice chat is not working during multiplayer games need urgent help,Technical Support,Email,11-08-2024,voice chat work multiplayer game need urgent help
122615,Game updates fail to install properly no response from support,Technical Support,Chat,20-05-2024,game update fail install properly response support
122616,Progress is not saved after finishing levels no response from## support,Product Issue,Email,09-01-2024,progress save finish level response support
122617,Game advertisements are too frequent and annoying no response from support,Other,Phone,15-03-2024,game advertisement frequent annoying response support
122618,"<p>Payment failed but amount was deducted from my bank, need urgent help</p>",Billing,Phone,04-03-2024,payment fail amount deduct bank need urgent help
122619,Lost access to my account after recent update need urgent? help,Account Management,Email,29-01-2024,lose access account recent update need urgent help
122620,<p>GAME-ON crashes every time I try to start a... match need urgent help</p>,Technical Support,Email,10-04-2024,game crash every time try start match need urgent help
122621,GAME-ON keeps showing network error despite stable internet happening for the last 3 days,Technical Support,Email,25-03-2024,game keep show network error despite stable internet happen last day
122622,Money was deducted but game. coins were not credited need urgent help,Billing,Phone,20-01-2024,money deduct game coin credit need urgent help
122623,Lost access to my account after recent update this?? is unacceptable,Account Management,Phone,07-02-2024,lose access account recent update unacceptable
122624,"Game characters are unbalanced and unfair happening for the last 3, days",Product Issue,Email,07-10-2024,game character unbalanced unfair happen last day
122625,"The<br>game freezes, during gameplay and I lose progress please resolve asap",Technical Support,Chat,03-04-2024,game freeze gameplay lose progress please resolve asap
122626,<b>Password<br>reset email is not arriving! please resolve asap</b>,Account Management,Website,14-03-2024,password reset email arrive please resolve asap
122627,Subscription payment succeeded but? premium features are locked happening for the last 3 days,Billing,Chat,08-10-2024,subscription payment succeed premium feature lock happen last day
122628,Achievements are. not unlocking as expected please resolve asap,Product Issue,Email,14-10-2024,achievement unlock expect please resolve asap
122629,"Poor service and lack of proper, support no response from support",Other,Phone,28-06-2024,poor service lack proper support response support
122630,Unable to connect to GAME-ON servers need urgent. help,Technical Support,Email,16-04-2024,unable connect game server need urgent help
122631,I was charged twice for an in-game purchase please resolve asap,Billing,Chat,14-07-2024,charge twice game purchase please resolve asap
122632,<p>I<br>was charged twice for an in-game purchase need urgent help</p>,Billing,Chat,04-02-2024,charge twice game purchase need urgent help
122633,Game<br>characters are unbalanced and... unfair please resolve asap,Product Issue,Chat,10-03-2024,game character unbalanced unfair please resolve asap
122634,In-game rewards are not credited after completing missions... no response from support,Product Issue,Website,09-04-2024,game reward credit complete mission response support
